"","id","accuracy_order","social_media_post_removed","social_media_post_flagged","age","gender","education","household_income","race","weight","hispanic","party_id","party_id_dem","party_id_rep","headline_order","remove","censorship","accuracy","harm","headline","headline_orientation","headline_pro_dem","headline_pro_rep","accuracy_binary","social_media_most_common_newsformat","political_interest","aligned"
"1061","531",1,1,1,74,0,3,3,"White",0.5015,1,"Republican",0,1,0,0,1,1,0,"headline_pro_dem_5","pro_dem",1,0,0,0,3.75,0
"1062","531",1,1,1,74,0,3,3,"White",0.5015,1,"Republican",0,1,1,0,1,1,0,"headline_pro_rep_5","pro_rep",0,1,0,0,3.75,1
"1063","532",1,1,1,57,0,3,4,"Non-White",0.4547,0,"Democrat",1,0,0,1,1,1,1,"headline_pro_dem_7","pro_dem",1,0,0,0,2.5,1
"1064","532",1,1,1,57,0,3,4,"Non-White",0.4547,0,"Democrat",1,0,1,1,1,1,1,"headline_pro_rep_8","pro_rep",0,1,0,0,2.5,0
"1065","533",1,0,0,72,1,2,2,"White",1.162,0,"Democrat",1,0,0,1,1,1,1,"headline_pro_dem_8","pro_dem",1,0,0,0,2.25,1
"1066","533",1,0,0,72,1,2,2,"White",1.162,0,"Democrat",1,0,1,1,0,1,1,"headline_pro_rep_6","pro_rep",0,1,0,0,2.25,0
"1067","534",0,0,0,58,1,3,7,"White",1.6778,0,"Republican",0,1,0,0,1,3,0,"headline_pro_dem_6","pro_dem",1,0,1,0,2.5,0
"1068","534",0,0,0,58,1,3,7,"White",1.6778,0,"Republican",0,1,1,1,1,3,1,"headline_pro_rep_8","pro_rep",0,1,1,0,2.5,1
"1069","535",0,0,0,44,0,3,4,"White",1.3634,0,"Republican",0,1,0,0,0,2,0,"headline_pro_rep_5","pro_rep",0,1,0,0,2.75,1
"1070","535",0,0,0,44,0,3,4,"White",1.3634,0,"Republican",0,1,1,0,1,1,0,"headline_pro_dem_6","pro_dem",1,0,0,0,2.75,0
"1071","536",0,0,0,63,1,4,7,"Non-White",0.2773,0,"Democrat",1,0,0,1,0,1,0,"headline_pro_dem_5","pro_dem",1,0,0,0,3,1
"1072","536",0,0,0,63,1,4,7,"Non-White",0.2773,0,"Democrat",1,0,1,1,0,1,0,"headline_pro_rep_1","pro_rep",0,1,0,0,3,0
"1073","537",1,0,0,74,1,3,6,"White",1.0739,0,"Democrat",1,0,0,1,0,1,0,"headline_pro_dem_4","pro_dem",1,0,0,0,4,1
"1074","537",1,0,0,74,1,3,6,"White",1.0739,0,"Democrat",1,0,1,1,0,1,1,"headline_pro_rep_1","pro_rep",0,1,0,0,4,0
"1075","538",0,0,0,77,1,2,6,"White",1.4295,0,"Republican",0,1,0,1,0,2,1,"headline_pro_dem_5","pro_dem",1,0,0,0,3.5,0
"1076","538",0,0,0,77,1,2,6,"White",1.4295,0,"Republican",0,1,1,1,0,1,1,"headline_pro_rep_7","pro_rep",0,1,0,0,3.5,1
"1077","539",1,1,0,31,0,3,4,"White",1.3571,0,"Democrat",1,0,0,1,0,2,1,"headline_pro_rep_2","pro_rep",0,1,0,0,2.75,0
"1078","539",1,1,1,31,0,3,4,"White",1.3571,0,"Democrat",1,0,1,0,0,2,0,"headline_pro_dem_1","pro_dem",1,0,0,0,2.75,1
"1079","540",1,0,0,78,0,5,5,"Non-White",0.1291,0,"Republican",0,1,0,0,1,1,1,"headline_pro_dem_5","pro_dem",1,0,0,0,2.5,0
"1080","540",1,0,0,78,0,5,5,"Non-White",0.1291,0,"Republican",0,1,1,0,1,1,1,"headline_pro_rep_7","pro_rep",0,1,0,0,2.5,1
"1081","541",1,0,0,62,1,2,4,"White",1.4052,0,"Democrat",1,0,0,1,0,2,1,"headline_pro_rep_6","pro_rep",0,1,0,0,2.5,0
"1082","541",1,0,0,62,1,2,4,"White",1.4052,0,"Democrat",1,0,1,1,0,3,1,"headline_pro_dem_8","pro_dem",1,0,1,0,2.5,1
"1083","542",1,0,0,43,0,3,6,"White",1.4278,0,"Republican",0,1,0,1,1,1,1,"headline_pro_rep_2","pro_rep",0,1,0,0,3,1
"1084","542",1,0,0,43,0,3,6,"White",1.4278,0,"Republican",0,1,1,1,1,2,1,"headline_pro_dem_3","pro_dem",1,0,0,0,3,0
"1085","543",1,0,0,37,0,4,7,"Non-White",0.5526,0,"Republican",0,1,0,0,1,3,1,"headline_pro_dem_5","pro_dem",1,0,1,1,2.5,0
"1086","543",1,1,0,37,0,4,7,"Non-White",0.5526,0,"Republican",0,1,1,0,0,3,1,"headline_pro_rep_7","pro_rep",0,1,1,1,2.5,1
"1087","544",0,0,0,46,0,4,6,"Non-White",0.3968,0,"Republican",0,1,0,1,0,3,1,"headline_pro_dem_4","pro_dem",1,0,1,0,3,0
"1088","544",0,0,0,46,0,4,6,"Non-White",0.3968,0,"Republican",0,1,1,1,0,3,1,"headline_pro_rep_8","pro_rep",0,1,1,0,3,1
"1089","545",0,0,0,60,1,3,5,"White",1.1079,0,"Democrat",1,0,0,1,0,1,1,"headline_pro_rep_5","pro_rep",0,1,0,0,3.75,0
"1090","545",0,0,0,60,1,3,5,"White",1.1079,0,"Democrat",1,0,1,1,0,1,1,"headline_pro_dem_5","pro_dem",1,0,0,0,3.75,1
"1091","546",0,1,1,65,1,4,6,"White",1.0443,0,"Republican",0,1,0,0,1,2,0,"headline_pro_rep_8","pro_rep",0,1,0,0,3.25,1
"1092","546",0,1,1,65,1,4,6,"White",1.0443,0,"Republican",0,1,1,0,1,2,0,"headline_pro_dem_3","pro_dem",1,0,0,0,3.25,0
"1093","547",0,1,1,52,1,2,2,"Non-White",0.7502,1,"Republican",0,1,0,0,0,2,0,"headline_pro_dem_5","pro_dem",1,0,0,1,3,0
"1094","547",0,1,1,52,1,2,2,"Non-White",0.7502,1,"Republican",0,1,1,0,0,2,0,"headline_pro_rep_7","pro_rep",0,1,0,1,3,1
"1095","548",0,0,0,67,0,5,6,"White",0.8551,0,"Democrat",1,0,0,0,1,3,1,"headline_pro_dem_5","pro_dem",1,0,1,0,3,1
"1096","548",0,0,0,67,0,5,6,"White",0.8551,0,"Democrat",1,0,1,0,1,3,1,"headline_pro_rep_8","pro_rep",0,1,1,0,3,0
"1097","549",1,0,0,34,0,5,6,"Non-White",0.3548,0,"Democrat",1,0,0,1,0,1,1,"headline_pro_rep_2","pro_rep",0,1,0,0,2.5,0
"1098","549",1,0,0,34,0,5,6,"Non-White",0.3548,0,"Democrat",1,0,1,0,0,2,0,"headline_pro_dem_8","pro_dem",1,0,0,0,2.5,1
"1099","550",1,0,0,66,1,3,4,"White",1.0761,0,"Republican",0,1,0,0,1,1,0,"headline_pro_dem_1","pro_dem",1,0,0,0,3,0
"1100","550",1,0,0,66,1,3,4,"White",1.0761,0,"Republican",0,1,1,0,1,1,0,"headline_pro_rep_9","pro_rep",0,1,0,0,3,1
"1101","551",1,0,0,64,0,2,4,"White",1.2403,0,"Republican",0,1,0,0,1,3,0,"headline_pro_rep_2","pro_rep",0,1,1,0,3.5,1
"1102","551",1,0,0,64,0,2,4,"White",1.2403,0,"Republican",0,1,1,0,1,2,0,"headline_pro_dem_6","pro_dem",1,0,0,0,3.5,0
"1103","552",0,0,0,67,0,4,7,"White",0.9974,0,"Democrat",1,0,0,0,0,2,0,"headline_pro_dem_6","pro_dem",1,0,0,0,3,1
"1104","552",0,0,0,67,0,4,7,"White",0.9974,0,"Democrat",1,0,1,0,1,2,0,"headline_pro_rep_1","pro_rep",0,1,0,0,3,0
"1105","553",1,0,0,67,1,2,6,"White",1.4295,0,"Republican",0,1,0,0,0,3,0,"headline_pro_rep_6","pro_rep",0,1,1,0,3,1
"1106","553",1,0,0,67,1,2,6,"White",1.4295,0,"Republican",0,1,1,1,1,2,0,"headline_pro_dem_3","pro_dem",1,0,0,0,3,0
"1107","554",0,0,0,82,1,2,6,"White",0.4917,1,"Democrat",1,0,0,1,0,1,1,"headline_pro_rep_1","pro_rep",0,1,0,0,3.25,0
"1108","554",0,0,0,82,1,2,6,"White",0.4917,1,"Democrat",1,0,1,1,0,3,1,"headline_pro_dem_8","pro_dem",1,0,1,0,3.25,1
"1109","555",1,0,0,62,1,3,6,"White",1.0789,0,"Republican",0,1,0,1,0,2,0,"headline_pro_dem_9","pro_dem",1,0,0,0,3,0
"1110","555",1,0,0,62,1,3,6,"White",1.0789,0,"Republican",0,1,1,0,1,2,0,"headline_pro_rep_3","pro_rep",0,1,0,0,3,1
"1111","556",0,0,0,94,1,1,5,"Non-White",1.8007,0,"Democrat",1,0,0,1,1,1,1,"headline_pro_rep_7","pro_rep",0,1,0,0,1,0
"1112","556",0,0,0,94,1,1,5,"Non-White",1.8007,0,"Democrat",1,0,1,1,0,3,0,"headline_pro_dem_5","pro_dem",1,0,1,0,1,1
"1113","557",0,0,0,67,1,2,3,"White",1.2929,0,"Republican",0,1,0,0,1,3,0,"headline_pro_dem_3","pro_dem",1,0,1,0,3.25,0
"1114","557",0,0,0,67,1,2,3,"White",1.2929,0,"Republican",0,1,1,1,0,1,0,"headline_pro_rep_7","pro_rep",0,1,0,0,3.25,1
"1115","558",1,0,0,34,0,5,4,"White",1.339,0,"Democrat",1,0,0,1,0,1,1,"headline_pro_rep_7","pro_rep",0,1,0,0,2.75,0
"1116","558",1,0,0,34,0,5,4,"White",1.339,0,"Democrat",1,0,1,1,0,1,1,"headline_pro_dem_7","pro_dem",1,0,0,0,2.75,1
"1117","559",0,0,0,35,0,4,7,"Non-White",0.3971,0,"Democrat",1,0,0,1,0,1,1,"headline_pro_dem_2","pro_dem",1,0,0,0,3,1
"1118","559",0,0,0,35,0,4,7,"Non-White",0.3971,0,"Democrat",1,0,1,1,0,1,1,"headline_pro_rep_7","pro_rep",0,1,0,0,3,0
"1119","560",0,0,0,71,1,3,3,"White",1.0505,0,"Republican",0,1,0,1,1,1,1,"headline_pro_dem_6","pro_dem",1,0,0,0,4,0
"1120","560",0,1,0,71,1,3,3,"White",1.0505,0,"Republican",0,1,1,1,1,1,1,"headline_pro_rep_1","pro_rep",0,1,0,0,4,1
"1121","561",1,1,1,60,0,3,6,"White",0.9478,0,"Republican",0,1,0,0,1,3,0,"headline_pro_rep_1","pro_rep",0,1,1,0,3.5,1
"1122","561",1,1,1,60,0,3,6,"White",0.9478,0,"Republican",0,1,1,0,1,2,0,"headline_pro_dem_2","pro_dem",1,0,0,0,3.5,0
"1123","562",0,0,0,75,0,4,7,"White",1.0738,0,"Republican",0,1,0,1,0,1,1,"headline_pro_rep_9","pro_rep",0,1,0,0,3,1
"1124","562",0,0,0,75,0,4,7,"White",1.0738,0,"Republican",0,1,1,1,0,1,1,"headline_pro_dem_2","pro_dem",1,0,0,0,3,0
"1125","563",0,0,0,37,0,2,4,"White",1.8064,0,"Republican",0,1,0,1,0,1,0,"headline_pro_rep_3","pro_rep",0,1,0,0,2.75,1
"1126","563",0,0,0,37,0,2,4,"White",1.8064,0,"Republican",0,1,1,0,1,1,0,"headline_pro_dem_3","pro_dem",1,0,0,0,2.75,0
"1127","564",0,0,0,18,0,3,7,"White",2.8497,0,"Republican",0,1,0,0,1,3,0,"headline_pro_dem_8","pro_dem",1,0,1,0,3.5,0
"1128","564",0,0,0,18,0,3,7,"White",2.8497,0,"Republican",0,1,1,0,1,3,0,"headline_pro_rep_8","pro_rep",0,1,1,0,3.5,1
"1129","565",0,0,0,25,0,2,2,"Non-White",1.6728,0,"Democrat",1,0,0,0,1,1,0,"headline_pro_rep_1","pro_rep",0,1,0,0,2,0
"1130","565",0,0,0,25,0,2,2,"Non-White",1.6728,0,"Democrat",1,0,1,0,1,3,1,"headline_pro_dem_2","pro_dem",1,0,1,0,2,1
"1131","566",0,0,0,68,1,3,3,"White",1.0505,0,"Republican",0,1,0,1,1,1,0,"headline_pro_rep_3","pro_rep",0,1,0,0,1.75,1
"1132","566",0,0,0,68,1,3,3,"White",1.0505,0,"Republican",0,1,1,0,1,4,0,"headline_pro_dem_6","pro_dem",1,0,1,0,1.75,0
"1133","567",0,0,0,62,0,2,2,"Non-White",0.4696,0,"Democrat",1,0,0,0,0,3,0,"headline_pro_rep_2","pro_rep",0,1,1,0,3.25,0
"1134","567",0,0,0,62,0,2,2,"Non-White",0.4696,0,"Democrat",1,0,1,0,1,2,1,"headline_pro_dem_9","pro_dem",1,0,0,0,3.25,1
"1135","568",1,0,0,40,1,4,3,"Non-White",0.5043,0,"Democrat",1,0,0,0,1,3,0,"headline_pro_dem_4","pro_dem",1,0,1,0,3.75,1
"1136","568",1,0,0,40,1,4,3,"Non-White",0.5043,0,"Democrat",1,0,1,1,0,1,0,"headline_pro_rep_4","pro_rep",0,1,0,0,3.75,0
"1137","569",1,0,0,64,1,3,4,"White",1.0592,0,"Republican",0,1,0,1,0,1,1,"headline_pro_rep_8","pro_rep",0,1,0,0,3,1
"1138","569",1,0,1,64,1,3,4,"White",1.0592,0,"Republican",0,1,1,1,0,1,1,"headline_pro_dem_7","pro_dem",1,0,0,0,3,0
"1139","570",0,0,0,61,1,2,6,"Non-White",0.4936,0,"Democrat",1,0,0,1,0,1,1,"headline_pro_rep_3","pro_rep",0,1,0,0,2.75,0
"1140","570",0,0,0,61,1,2,6,"Non-White",0.4936,0,"Democrat",1,0,1,1,0,1,0,"headline_pro_dem_8","pro_dem",1,0,0,0,2.75,1
"1141","571",1,0,0,55,1,4,7,"Non-White",0.3816,0,"Democrat",1,0,0,1,0,1,1,"headline_pro_rep_2","pro_rep",0,1,0,0,2.75,0
"1142","571",1,0,0,55,1,4,7,"Non-White",0.3816,0,"Democrat",1,0,1,1,0,1,0,"headline_pro_dem_1","pro_dem",1,0,0,0,2.75,1
"1143","572",0,0,0,43,1,3,4,"Non-White",0.2422,0,"Democrat",1,0,0,0,0,1,0,"headline_pro_dem_3","pro_dem",1,0,0,0,2.75,1
"1144","572",0,0,0,43,1,3,4,"Non-White",0.2422,0,"Democrat",1,0,1,0,0,1,0,"headline_pro_rep_9","pro_rep",0,1,0,0,2.75,0
"1145","573",1,0,0,67,1,3,6,"Non-White",0.4011,0,"Democrat",1,0,0,1,0,2,1,"headline_pro_rep_7","pro_rep",0,1,0,0,3,0
"1146","573",1,0,0,67,1,3,6,"Non-White",0.4011,0,"Democrat",1,0,1,1,0,3,1,"headline_pro_dem_4","pro_dem",1,0,1,0,3,1
"1147","574",1,0,0,50,1,2,3,"Non-White",0.6185,0,"Democrat",1,0,0,0,1,1,0,"headline_pro_rep_4","pro_rep",0,1,0,0,2,0
"1148","574",1,0,0,50,1,2,3,"Non-White",0.6185,0,"Democrat",1,0,1,0,1,4,0,"headline_pro_dem_6","pro_dem",1,0,1,0,2,1
"1149","575",0,0,0,56,1,4,5,"White",1.5887,0,"Republican",0,1,0,1,0,1,0,"headline_pro_dem_5","pro_dem",1,0,0,0,2.5,0
"1150","575",0,0,0,56,1,4,5,"White",1.5887,0,"Republican",0,1,1,1,0,3,1,"headline_pro_rep_4","pro_rep",0,1,1,0,2.5,1
"1151","576",0,0,0,66,1,1,3,"Non-White",0.2657,0,"Republican",0,1,0,0,1,3,0,"headline_pro_rep_1","pro_rep",0,1,1,0,3,1
"1152","576",0,0,0,66,1,1,3,"Non-White",0.2657,0,"Republican",0,1,1,0,1,2,0,"headline_pro_dem_5","pro_dem",1,0,0,0,3,0
"1153","577",0,0,0,63,0,3,5,"White",0.9733,0,"Republican",0,1,0,1,0,3,1,"headline_pro_dem_1","pro_dem",1,0,1,0,3,0
"1154","577",0,0,0,63,0,3,5,"White",0.9733,0,"Republican",0,1,1,1,0,3,0,"headline_pro_rep_4","pro_rep",0,1,1,0,3,1
"1155","578",1,1,1,38,0,2,3,"White",1.6381,0,"Republican",0,1,0,0,1,2,0,"headline_pro_dem_3","pro_dem",1,0,0,0,3.25,0
"1156","578",1,1,1,38,0,2,3,"White",1.6381,0,"Republican",0,1,1,0,1,4,0,"headline_pro_rep_5","pro_rep",0,1,1,0,3.25,1
"1157","579",1,0,0,59,1,3,7,"White",1.8351,0,"Republican",0,1,0,0,1,2,0,"headline_pro_dem_2","pro_dem",1,0,0,0,4,0
"1158","579",1,0,0,59,1,3,7,"White",1.8351,0,"Republican",0,1,1,0,1,3,0,"headline_pro_rep_3","pro_rep",0,1,1,0,4,1
"1159","580",1,0,0,40,1,5,6,"White",1.5136,0,"Republican",0,1,0,0,0,1,0,"headline_pro_dem_3","pro_dem",1,0,0,0,2.25,0
"1160","580",1,0,0,40,1,5,6,"White",1.5136,0,"Republican",0,1,1,0,0,1,0,"headline_pro_rep_6","pro_rep",0,1,0,0,2.25,1
"1161","581",1,1,1,53,1,2,6,"Non-White",0.6765,1,"Republican",0,1,0,0,1,3,0,"headline_pro_rep_7","pro_rep",0,1,1,0,1,1
"1162","581",1,1,1,53,1,2,6,"Non-White",0.6765,1,"Republican",0,1,1,0,1,1,0,"headline_pro_dem_6","pro_dem",1,0,0,0,1,0
"1163","582",1,0,0,43,0,5,7,"Non-White",0.5526,0,"Republican",0,1,0,0,1,2,1,"headline_pro_rep_3","pro_rep",0,1,0,0,3.25,1
"1164","582",1,0,0,43,0,5,7,"Non-White",0.5526,0,"Republican",0,1,1,0,1,2,1,"headline_pro_dem_9","pro_dem",1,0,0,0,3.25,0
"1165","583",0,0,0,62,1,3,5,"White",1.1028,0,"Democrat",1,0,0,0,1,3,0,"headline_pro_dem_2","pro_dem",1,0,1,0,3.25,1
"1166","583",0,0,0,62,1,3,5,"White",1.1028,0,"Democrat",1,0,1,1,1,1,0,"headline_pro_rep_9","pro_rep",0,1,0,0,3.25,0
"1167","584",0,0,0,69,0,3,7,"Non-White",0.4928,0,"Democrat",1,0,0,1,0,3,1,"headline_pro_dem_9","pro_dem",1,0,1,0,2.75,1
"1168","584",0,0,0,69,0,3,7,"Non-White",0.4928,0,"Democrat",1,0,1,1,0,1,1,"headline_pro_rep_9","pro_rep",0,1,0,0,2.75,0
"1169","585",1,1,1,68,1,3,4,"White",1.0761,0,"Republican",0,1,0,1,0,1,1,"headline_pro_dem_8","pro_dem",1,0,0,0,2,0
"1170","585",1,1,1,68,1,3,4,"White",1.0761,0,"Republican",0,1,1,1,0,1,1,"headline_pro_rep_8","pro_rep",0,1,0,0,2,1
"1171","586",1,0,0,39,1,4,6,"White",1.3995,0,"Republican",0,1,0,0,1,1,0,"headline_pro_dem_7","pro_dem",1,0,0,0,2,0
"1172","586",1,0,0,39,1,4,6,"White",1.3995,0,"Republican",0,1,1,0,0,3,0,"headline_pro_rep_1","pro_rep",0,1,1,0,2,1
"1173","587",0,0,0,38,1,3,2,"White",0.7103,1,"Democrat",1,0,0,1,0,1,0,"headline_pro_dem_7","pro_dem",1,0,0,0,3,1
"1174","587",0,0,0,38,1,3,2,"White",0.7103,1,"Democrat",1,0,1,1,0,2,1,"headline_pro_rep_5","pro_rep",0,1,0,0,3,0
"1175","588",0,1,1,74,1,3,5,"White",0.5117,1,"Democrat",1,0,0,1,1,4,1,"headline_pro_dem_1","pro_dem",1,0,1,0,3,1
"1176","588",0,1,1,74,1,3,5,"White",0.5117,1,"Democrat",1,0,1,1,0,1,1,"headline_pro_rep_9","pro_rep",0,1,0,0,3,0
"1177","589",0,0,0,42,0,1,1,"Non-White",1.3521,0,"Democrat",1,0,0,0,1,1,0,"headline_pro_dem_2","pro_dem",1,0,0,0,2.25,1
"1178","589",0,0,1,42,0,1,1,"Non-White",1.3521,0,"Democrat",1,0,1,1,1,1,0,"headline_pro_rep_6","pro_rep",0,1,0,0,2.25,0
"1179","590",1,0,0,24,1,5,6,"White",2.91,0,"Republican",0,1,0,1,0,1,1,"headline_pro_rep_6","pro_rep",0,1,0,0,2.25,1
"1180","590",1,0,0,24,1,5,6,"White",2.91,0,"Republican",0,1,1,0,0,1,1,"headline_pro_dem_2","pro_dem",1,0,0,0,2.25,0
"1181","591",0,0,0,75,0,4,6,"White",0.8551,0,"Republican",0,1,0,1,0,1,0,"headline_pro_rep_3","pro_rep",0,1,0,0,3,1
"1182","591",0,0,0,75,0,4,6,"White",0.8551,0,"Republican",0,1,1,0,0,1,0,"headline_pro_dem_9","pro_dem",1,0,0,0,3,0
"1183","592",1,1,1,50,0,3,3,"White",1.0587,0,"Republican",0,1,0,0,1,2,0,"headline_pro_rep_6","pro_rep",0,1,0,1,3,1
"1184","592",1,1,1,50,0,3,3,"White",1.0587,0,"Republican",0,1,1,0,1,1,0,"headline_pro_dem_4","pro_dem",1,0,0,1,3,0
"1185","593",0,0,0,29,0,1,2,"Non-White",2.3578,1,"Democrat",1,0,0,1,0,1,1,"headline_pro_rep_4","pro_rep",0,1,0,1,2.75,0
"1186","593",0,0,0,29,0,1,2,"Non-White",2.3578,1,"Democrat",1,0,1,1,0,1,1,"headline_pro_dem_7","pro_dem",1,0,0,1,2.75,1
"1187","594",0,0,0,48,1,2,3,"Non-White",0.6144,0,"Democrat",1,0,0,0,1,1,0,"headline_pro_dem_5","pro_dem",1,0,0,0,2,1
"1188","594",0,0,0,48,1,2,3,"Non-White",0.6144,0,"Democrat",1,0,1,1,0,1,0,"headline_pro_rep_9","pro_rep",0,1,0,0,2,0
"1189","595",1,0,0,49,1,2,6,"White",1.8185,0,"Democrat",1,0,0,1,0,2,0,"headline_pro_dem_8","pro_dem",1,0,0,1,2.5,1
"1190","595",1,0,0,49,1,2,6,"White",1.8185,0,"Democrat",1,0,1,1,0,1,0,"headline_pro_rep_3","pro_rep",0,1,0,1,2.5,0
"1191","596",1,0,0,36,0,3,3,"Non-White",0.7192,0,"Democrat",1,0,0,1,0,2,1,"headline_pro_dem_4","pro_dem",1,0,0,0,2.25,1
"1192","596",1,0,0,36,0,3,3,"Non-White",0.7192,0,"Democrat",1,0,1,0,0,3,1,"headline_pro_rep_1","pro_rep",0,1,1,0,2.25,0
"1193","597",0,0,0,75,0,4,6,"White",0.9352,0,"Republican",0,1,0,0,1,2,0,"headline_pro_rep_2","pro_rep",0,1,0,0,3.75,1
"1194","597",0,0,0,75,0,4,6,"White",0.9352,0,"Republican",0,1,1,0,1,2,0,"headline_pro_dem_5","pro_dem",1,0,0,0,3.75,0
"1195","598",1,0,0,28,1,4,7,"Non-White",0.33,0,"Democrat",1,0,0,1,0,1,1,"headline_pro_rep_4","pro_rep",0,1,0,0,3.5,0
"1196","598",1,0,0,28,1,4,7,"Non-White",0.33,0,"Democrat",1,0,1,1,0,1,1,"headline_pro_dem_4","pro_dem",1,0,0,0,3.5,1
"1197","599",0,0,0,60,0,3,3,"White",0.8477,0,"Republican",0,1,0,1,0,2,0,"headline_pro_dem_8","pro_dem",1,0,0,1,3,0
"1198","599",0,0,0,60,0,3,3,"White",0.8477,0,"Republican",0,1,1,1,0,2,0,"headline_pro_rep_3","pro_rep",0,1,0,1,3,1
"1199","600",1,0,0,55,1,5,6,"Non-White",0.337,0,"Democrat",1,0,0,0,0,3,0,"headline_pro_dem_8","pro_dem",1,0,1,0,3.75,1
"1200","600",1,0,0,55,1,5,6,"Non-White",0.337,0,"Democrat",1,0,1,1,0,1,0,"headline_pro_rep_2","pro_rep",0,1,0,0,3.75,0
"1201","601",0,0,0,55,0,2,3,"White",1.3029,0,"Democrat",1,0,0,1,0,2,1,"headline_pro_rep_4","pro_rep",0,1,0,1,2.25,0
"1202","601",0,0,0,55,0,2,3,"White",1.3029,0,"Democrat",1,0,1,1,0,2,1,"headline_pro_dem_4","pro_dem",1,0,0,1,2.25,1
"1203","602",1,0,0,71,1,2,5,"White",0.9618,1,"Republican",0,1,0,1,1,2,1,"headline_pro_rep_6","pro_rep",0,1,0,0,2.75,1
"1204","602",1,0,0,71,1,2,5,"White",0.9618,1,"Republican",0,1,1,1,0,1,1,"headline_pro_dem_5","pro_dem",1,0,0,0,2.75,0
"1205","603",1,0,0,71,0,4,5,"Non-White",0.2691,0,"Democrat",1,0,0,1,0,1,1,"headline_pro_rep_1","pro_rep",0,1,0,0,3.5,0
"1206","603",1,0,0,71,0,4,5,"Non-White",0.2691,0,"Democrat",1,0,1,0,1,3,0,"headline_pro_dem_8","pro_dem",1,0,1,0,3.5,1
"1207","604",1,0,0,30,1,3,6,"Non-White",0.7145,0,"Democrat",1,0,0,0,0,2,0,"headline_pro_rep_3","pro_rep",0,1,0,0,2.75,0
"1208","604",1,0,0,30,1,3,6,"Non-White",0.7145,0,"Democrat",1,0,1,0,0,2,0,"headline_pro_dem_6","pro_dem",1,0,0,0,2.75,1
"1209","605",1,0,0,45,0,4,7,"Non-White",0.3358,0,"Democrat",1,0,0,1,0,1,1,"headline_pro_dem_9","pro_dem",1,0,0,0,2.75,1
"1210","605",1,0,0,45,0,4,7,"Non-White",0.3358,0,"Democrat",1,0,1,1,1,1,1,"headline_pro_rep_3","pro_rep",0,1,0,0,2.75,0
"1211","606",1,0,0,67,1,5,6,"White",0.9688,0,"Republican",0,1,0,0,1,1,0,"headline_pro_dem_6","pro_dem",1,0,0,0,3,0
"1212","606",1,0,0,67,1,5,6,"White",0.9688,0,"Republican",0,1,1,0,1,1,0,"headline_pro_rep_1","pro_rep",0,1,0,0,3,1
"1213","607",0,0,0,42,1,4,7,"White",1.589,0,"Republican",0,1,0,0,1,2,0,"headline_pro_rep_5","pro_rep",0,1,0,1,2.25,1
"1214","607",0,0,0,42,1,4,7,"White",1.589,0,"Republican",0,1,1,0,1,3,0,"headline_pro_dem_8","pro_dem",1,0,1,1,2.25,0
"1215","608",0,0,0,51,1,4,4,"White",0.477,1,"Democrat",1,0,0,1,0,1,0,"headline_pro_dem_1","pro_dem",1,0,0,0,3.25,1
"1216","608",0,0,0,51,1,4,4,"White",0.477,1,"Democrat",1,0,1,1,0,1,0,"headline_pro_rep_1","pro_rep",0,1,0,0,3.25,0
"1217","609",1,0,0,48,0,4,7,"Non-White",0.3358,0,"Republican",0,1,0,0,1,1,0,"headline_pro_dem_2","pro_dem",1,0,0,1,2.5,0
"1218","609",1,0,0,48,0,4,7,"Non-White",0.3358,0,"Republican",0,1,1,0,1,4,0,"headline_pro_rep_4","pro_rep",0,1,1,1,2.5,1
"1219","610",1,0,0,76,0,3,4,"White",1.0225,0,"Republican",0,1,0,0,0,2,0,"headline_pro_dem_1","pro_dem",1,0,0,0,3.25,0
"1220","610",1,0,0,76,0,3,4,"White",1.0225,0,"Republican",0,1,1,0,0,4,0,"headline_pro_rep_1","pro_rep",0,1,1,0,3.25,1
"1221","611",1,1,0,73,1,3,5,"White",1.1927,0,"Republican",0,1,0,0,1,1,1,"headline_pro_dem_2","pro_dem",1,0,0,0,3.25,0
"1222","611",1,1,1,73,1,3,5,"White",1.1927,0,"Republican",0,1,1,0,1,4,0,"headline_pro_rep_4","pro_rep",0,1,1,0,3.25,1
"1223","612",1,0,1,62,1,2,3,"Non-White",0.4465,0,"Democrat",1,0,0,1,0,1,0,"headline_pro_rep_9","pro_rep",0,1,0,0,3.5,0
"1224","612",1,0,0,62,1,2,3,"Non-White",0.4465,0,"Democrat",1,0,1,1,0,3,0,"headline_pro_dem_4","pro_dem",1,0,1,0,3.5,1
"1225","613",0,0,0,44,0,3,4,"White",1.5575,0,"Democrat",1,0,0,1,0,1,1,"headline_pro_dem_9","pro_dem",1,0,0,0,2.75,1
"1226","613",0,0,0,44,0,3,4,"White",1.5575,0,"Democrat",1,0,1,1,0,1,1,"headline_pro_rep_3","pro_rep",0,1,0,0,2.75,0
"1227","614",1,0,1,63,0,3,4,"White",0.6246,1,"Republican",0,1,0,1,0,2,1,"headline_pro_rep_6","pro_rep",0,1,0,0,3,1
"1228","614",1,0,0,63,0,3,4,"White",0.6246,1,"Republican",0,1,1,0,0,2,0,"headline_pro_dem_3","pro_dem",1,0,0,0,3,0
"1229","615",1,0,0,51,0,3,6,"White",1.0872,0,"Republican",0,1,0,0,1,2,1,"headline_pro_dem_7","pro_dem",1,0,0,0,3,0
