id,accuracy_order,social_media_post_removed,social_media_post_flagged,age,gender,education,household_income,race,weight,hispanic,party_id,party_id_dem,party_id_rep,headline_order,remove,censorship,accuracy,harm,headline,headline_orientation,headline_pro_dem,headline_pro_rep,accuracy_binary,social_media_most_common_newsformat,political_interest,aligned
575,0,0,0,56,1,4,5,White,1.5887,0,Republican,0,1,0,1,0,1,0,headline_pro_dem_5,pro_dem,1,0,0,0,2.5,0
575,0,0,0,56,1,4,5,White,1.5887,0,Republican,0,1,1,1,0,3,1,headline_pro_rep_4,pro_rep,0,1,1,0,2.5,1
576,0,0,0,66,1,1,3,Non-White,0.2657,0,Republican,0,1,0,0,1,3,0,headline_pro_rep_1,pro_rep,0,1,1,0,3,1
576,0,0,0,66,1,1,3,Non-White,0.2657,0,Republican,0,1,1,0,1,2,0,headline_pro_dem_5,pro_dem,1,0,0,0,3,0
577,0,0,0,63,0,3,5,White,0.9733,0,Republican,0,1,0,1,0,3,1,headline_pro_dem_1,pro_dem,1,0,1,0,3,0
577,0,0,0,63,0,3,5,White,0.9733,0,Republican,0,1,1,1,0,3,0,headline_pro_rep_4,pro_rep,0,1,1,0,3,1
578,1,1,1,38,0,2,3,White,1.6381,0,Republican,0,1,0,0,1,2,0,headline_pro_dem_3,pro_dem,1,0,0,0,3.25,0
578,1,1,1,38,0,2,3,White,1.6381,0,Republican,0,1,1,0,1,4,0,headline_pro_rep_5,pro_rep,0,1,1,0,3.25,1
579,1,0,0,59,1,3,7,White,1.8351,0,Republican,0,1,0,0,1,2,0,headline_pro_dem_2,pro_dem,1,0,0,0,4,0
579,1,0,0,59,1,3,7,White,1.8351,0,Republican,0,1,1,0,1,3,0,headline_pro_rep_3,pro_rep,0,1,1,0,4,1
580,1,0,0,40,1,5,6,White,1.5136,0,Republican,0,1,0,0,0,1,0,headline_pro_dem_3,pro_dem,1,0,0,0,2.25,0
580,1,0,0,40,1,5,6,White,1.5136,0,Republican,0,1,1,0,0,1,0,headline_pro_rep_6,pro_rep,0,1,0,0,2.25,1
581,1,1,1,53,1,2,6,Non-White,0.6765,1,Republican,0,1,0,0,1,3,0,headline_pro_rep_7,pro_rep,0,1,1,0,1,1
581,1,1,1,53,1,2,6,Non-White,0.6765,1,Republican,0,1,1,0,1,1,0,headline_pro_dem_6,pro_dem,1,0,0,0,1,0
582,1,0,0,43,0,5,7,Non-White,0.5526,0,Republican,0,1,0,0,1,2,1,headline_pro_rep_3,pro_rep,0,1,0,0,3.25,1
582,1,0,0,43,0,5,7,Non-White,0.5526,0,Republican,0,1,1,0,1,2,1,headline_pro_dem_9,pro_dem,1,0,0,0,3.25,0
583,0,0,0,62,1,3,5,White,1.1028,0,Democrat,1,0,0,0,1,3,0,headline_pro_dem_2,pro_dem,1,0,1,0,3.25,1
583,0,0,0,62,1,3,5,White,1.1028,0,Democrat,1,0,1,1,1,1,0,headline_pro_rep_9,pro_rep,0,1,0,0,3.25,0
584,0,0,0,69,0,3,7,Non-White,0.4928,0,Democrat,1,0,0,1,0,3,1,headline_pro_dem_9,pro_dem,1,0,1,0,2.75,1
584,0,0,0,69,0,3,7,Non-White,0.4928,0,Democrat,1,0,1,1,0,1,1,headline_pro_rep_9,pro_rep,0,1,0,0,2.75,0
585,1,1,1,68,1,3,4,White,1.0761,0,Republican,0,1,0,1,0,1,1,headline_pro_dem_8,pro_dem,1,0,0,0,2,0
585,1,1,1,68,1,3,4,White,1.0761,0,Republican,0,1,1,1,0,1,1,headline_pro_rep_8,pro_rep,0,1,0,0,2,1
586,1,0,0,39,1,4,6,White,1.3995,0,Republican,0,1,0,0,1,1,0,headline_pro_dem_7,pro_dem,1,0,0,0,2,0
586,1,0,0,39,1,4,6,White,1.3995,0,Republican,0,1,1,0,0,3,0,headline_pro_rep_1,pro_rep,0,1,1,0,2,1
587,0,0,0,38,1,3,2,White,0.7103,1,Democrat,1,0,0,1,0,1,0,headline_pro_dem_7,pro_dem,1,0,0,0,3,1
587,0,0,0,38,1,3,2,White,0.7103,1,Democrat,1,0,1,1,0,2,1,headline_pro_rep_5,pro_rep,0,1,0,0,3,0
588,0,1,NA,74,1,3,5,White,0.5117,1,Democrat,1,0,0,1,1,4,1,headline_pro_dem_1,pro_dem,1,0,1,0,3,1
588,0,1,NA,74,1,3,5,White,0.5117,1,Democrat,1,0,1,1,0,1,1,headline_pro_rep_9,pro_rep,0,1,0,0,3,0
589,0,NA,NA,42,0,1,1,Non-White,1.3521,0,Democrat,1,0,0,0,1,1,0,headline_pro_dem_2,pro_dem,1,0,0,0,2.25,1
589,0,NA,NA,42,0,1,1,Non-White,1.3521,0,Democrat,1,0,1,1,0,1,0,headline_pro_rep_6,pro_rep,0,1,0,0,2.25,0
590,1,NA,NA,24,1,5,6,White,2.91,0,Republican,0,1,0,NA,NA,NA,NA,headline_pro_rep_6,pro_rep,0,1,NA,NA,NA,1
590,1,NA,NA,24,1,5,6,White,2.91,0,Republican,0,1,1,NA,NA,NA,NA,headline_pro_dem_2,pro_dem,1,0,NA,NA,NA,0
591,0,0,0,75,0,4,6,White,0.8551,0,Republican,0,1,0,1,0,1,0,headline_pro_rep_3,pro_rep,0,1,0,0,3,1
591,0,0,0,75,0,4,6,White,0.8551,0,Republican,0,1,1,0,0,1,0,headline_pro_dem_9,pro_dem,1,0,0,0,3,0
592,1,1,1,50,0,3,3,White,1.0587,0,Republican,0,1,0,0,1,2,0,headline_pro_rep_6,pro_rep,0,1,0,1,3,1
592,1,1,1,50,0,3,3,White,1.0587,0,Republican,0,1,1,0,1,1,0,headline_pro_dem_4,pro_dem,1,0,0,1,3,0
593,0,0,0,29,0,1,2,Non-White,2.3578,1,Democrat,1,0,0,1,0,1,1,headline_pro_rep_4,pro_rep,0,1,0,1,2.75,0
593,0,0,0,29,0,1,2,Non-White,2.3578,1,Democrat,1,0,1,1,0,1,1,headline_pro_dem_7,pro_dem,1,0,0,1,2.75,1
594,0,0,0,48,1,2,3,Non-White,0.6144,0,Democrat,1,0,0,0,0,1,0,headline_pro_dem_5,pro_dem,1,0,0,0,2,1
594,0,0,0,48,1,2,3,Non-White,0.6144,0,Democrat,1,0,1,1,0,1,0,headline_pro_rep_9,pro_rep,0,1,0,0,2,0
595,1,0,0,49,1,2,6,White,1.8185,0,Democrat,1,0,0,1,0,2,0,headline_pro_dem_8,pro_dem,1,0,0,1,2.5,1
595,1,0,0,49,1,2,6,White,1.8185,0,Democrat,1,0,1,1,0,1,0,headline_pro_rep_3,pro_rep,0,1,0,1,2.5,0
596,1,0,0,36,0,3,3,Non-White,0.7192,0,Democrat,1,0,0,1,0,2,1,headline_pro_dem_4,pro_dem,1,0,0,0,2.25,1
596,1,0,0,36,0,3,3,Non-White,0.7192,0,Democrat,1,0,1,0,0,3,1,headline_pro_rep_1,pro_rep,0,1,1,0,2.25,0
597,0,0,0,75,0,4,6,White,0.9352,0,Republican,0,1,0,0,1,2,0,headline_pro_rep_2,pro_rep,0,1,0,0,3.75,1
597,0,0,0,75,0,4,6,White,0.9352,0,Republican,0,1,1,0,1,2,0,headline_pro_dem_5,pro_dem,1,0,0,0,3.75,0
598,1,0,0,28,1,4,7,Non-White,0.33,0,Democrat,1,0,0,1,0,1,1,headline_pro_rep_4,pro_rep,0,1,0,0,3.5,0
598,1,0,0,28,1,4,7,Non-White,0.33,0,Democrat,1,0,1,1,0,1,1,headline_pro_dem_4,pro_dem,1,0,0,0,3.5,1
599,0,0,0,60,0,3,3,White,0.8477,0,Republican,0,1,0,1,0,2,0,headline_pro_dem_8,pro_dem,1,0,0,1,3,0
599,0,0,0,60,0,3,3,White,0.8477,0,Republican,0,1,1,1,0,2,0,headline_pro_rep_3,pro_rep,0,1,0,1,3,1
600,1,0,0,55,1,5,6,Non-White,0.337,0,Democrat,1,0,0,NA,NA,NA,NA,headline_pro_dem_8,pro_dem,1,0,NA,0,3.75,1
600,1,0,0,55,1,5,6,Non-White,0.337,0,Democrat,1,0,1,1,0,1,0,headline_pro_rep_2,pro_rep,0,1,0,0,3.75,0
601,0,0,0,55,0,2,3,White,1.3029,0,Democrat,1,0,0,1,0,2,1,headline_pro_rep_4,pro_rep,0,1,0,1,2.25,0
601,0,0,0,55,0,2,3,White,1.3029,0,Democrat,1,0,1,1,0,2,1,headline_pro_dem_4,pro_dem,1,0,0,1,2.25,1
602,1,0,0,71,1,2,5,White,0.9618,1,Republican,0,1,0,1,1,2,1,headline_pro_rep_6,pro_rep,0,1,0,0,2.75,1
602,1,0,0,71,1,2,5,White,0.9618,1,Republican,0,1,1,1,0,1,1,headline_pro_dem_5,pro_dem,1,0,0,0,2.75,0
603,1,0,0,71,0,4,5,Non-White,0.2691,0,Democrat,1,0,0,1,0,1,1,headline_pro_rep_1,pro_rep,0,1,0,0,3.5,0
603,1,0,0,71,0,4,5,Non-White,0.2691,0,Democrat,1,0,1,0,0,3,0,headline_pro_dem_8,pro_dem,1,0,1,0,3.5,1
604,1,0,0,30,1,3,6,Non-White,0.7145,0,Democrat,1,0,0,0,0,2,0,headline_pro_rep_3,pro_rep,0,1,0,0,2.75,0
604,1,0,0,30,1,3,6,Non-White,0.7145,0,Democrat,1,0,1,0,0,2,0,headline_pro_dem_6,pro_dem,1,0,0,0,2.75,1
605,1,0,0,45,0,4,7,Non-White,0.3358,0,Democrat,1,0,0,1,0,1,1,headline_pro_dem_9,pro_dem,1,0,0,0,2.75,1
605,1,0,0,45,0,4,7,Non-White,0.3358,0,Democrat,1,0,1,1,1,1,1,headline_pro_rep_3,pro_rep,0,1,0,0,2.75,0
606,1,0,0,67,1,5,6,White,0.9688,0,Republican,0,1,0,0,1,1,0,headline_pro_dem_6,pro_dem,1,0,0,0,3,0
606,1,0,0,67,1,5,6,White,0.9688,0,Republican,0,1,1,0,1,1,0,headline_pro_rep_1,pro_rep,0,1,0,0,3,1
607,0,0,0,42,1,4,7,White,1.589,0,Republican,0,1,0,0,1,2,0,headline_pro_rep_5,pro_rep,0,1,0,1,2.25,1
607,0,0,0,42,1,4,7,White,1.589,0,Republican,0,1,1,0,1,3,0,headline_pro_dem_8,pro_dem,1,0,1,1,2.25,0
608,0,0,0,51,1,4,4,White,0.477,1,Democrat,1,0,0,1,0,1,0,headline_pro_dem_1,pro_dem,1,0,0,0,3.25,1
608,0,0,0,51,1,4,4,White,0.477,1,Democrat,1,0,1,1,0,1,0,headline_pro_rep_1,pro_rep,0,1,0,0,3.25,0
609,1,0,0,48,0,4,7,Non-White,0.3358,0,Republican,0,1,0,0,1,1,0,headline_pro_dem_2,pro_dem,1,0,0,1,2.5,0
609,1,0,0,48,0,4,7,Non-White,0.3358,0,Republican,0,1,1,0,1,4,0,headline_pro_rep_4,pro_rep,0,1,1,1,2.5,1
610,1,0,0,76,0,3,4,White,1.0225,0,Republican,0,1,0,0,0,2,0,headline_pro_dem_1,pro_dem,1,0,0,0,3.25,0
610,1,0,0,76,0,3,4,White,1.0225,0,Republican,0,1,1,0,0,4,0,headline_pro_rep_1,pro_rep,0,1,1,0,3.25,1
611,1,NA,NA,73,1,3,5,White,1.1927,0,Republican,0,1,0,0,1,1,1,headline_pro_dem_2,pro_dem,1,0,0,0,3.25,0
611,1,NA,NA,73,1,3,5,White,1.1927,0,Republican,0,1,1,0,1,4,0,headline_pro_rep_4,pro_rep,0,1,1,0,3.25,1
612,1,NA,NA,62,1,2,3,Non-White,0.4465,0,Democrat,1,0,0,1,0,1,0,headline_pro_rep_9,pro_rep,0,1,0,0,3.5,0
612,1,NA,NA,62,1,2,3,Non-White,0.4465,0,Democrat,1,0,1,1,0,3,0,headline_pro_dem_4,pro_dem,1,0,1,0,3.5,1
613,0,NA,NA,44,0,3,4,White,1.5575,0,Democrat,1,0,0,1,0,1,1,headline_pro_dem_9,pro_dem,1,0,0,0,2.75,1
613,0,NA,NA,44,0,3,4,White,1.5575,0,Democrat,1,0,1,1,0,1,1,headline_pro_rep_3,pro_rep,0,1,0,0,2.75,0
614,1,NA,NA,63,0,3,4,White,0.6246,1,Republican,0,1,0,1,0,2,1,headline_pro_rep_6,pro_rep,0,1,0,0,3,1
614,1,NA,NA,63,0,3,4,White,0.6246,1,Republican,0,1,1,0,0,2,0,headline_pro_dem_3,pro_dem,1,0,0,0,3,0
615,1,NA,NA,51,0,3,6,White,1.0872,0,Republican,0,1,0,0,1,2,1,headline_pro_dem_7,pro_dem,1,0,0,0,3,0
615,1,NA,NA,51,0,3,6,White,1.0872,0,Republican,0,1,1,0,1,2,0,headline_pro_rep_9,pro_rep,0,1,0,0,3,1
616,1,0,NA,71,1,1,2,Non-White,0.6471,0,Democrat,1,0,0,1,0,1,0,headline_pro_rep_9,pro_rep,0,1,0,1,2,0
616,1,0,NA,71,1,1,2,Non-White,0.6471,0,Democrat,1,0,1,0,0,2,1,headline_pro_dem_4,pro_dem,1,0,0,1,2,1
617,1,0,0,56,1,1,4,White,2.6447,0,Republican,0,1,0,1,0,1,1,headline_pro_dem_1,pro_dem,1,0,0,1,2.75,0
617,1,0,0,56,1,1,4,White,2.6447,0,Republican,0,1,1,1,0,1,1,headline_pro_rep_7,pro_rep,0,1,0,1,2.75,1
618,1,0,0,66,1,2,7,White,1.0754,1,Democrat,1,0,0,1,0,2,1,headline_pro_dem_6,pro_dem,1,0,0,0,3.25,1
618,1,0,0,66,1,2,7,White,1.0754,1,Democrat,1,0,1,1,0,1,NA,headline_pro_rep_2,pro_rep,0,1,0,0,3.25,0
619,1,0,0,56,1,3,6,White,0.7745,1,Democrat,1,0,0,1,0,1,1,headline_pro_dem_9,pro_dem,1,0,0,0,3.75,1
619,1,0,0,56,1,3,6,White,0.7745,1,Democrat,1,0,1,1,0,1,1,headline_pro_rep_6,pro_rep,0,1,0,0,3.75,0
620,1,0,0,66,1,3,3,Non-White,0.1829,0,Democrat,1,0,0,1,0,1,1,headline_pro_dem_3,pro_dem,1,0,0,0,3,1
620,1,0,0,66,1,3,3,Non-White,0.1829,0,Democrat,1,0,1,1,0,1,1,headline_pro_rep_1,pro_rep,0,1,0,0,3,0
621,1,0,0,59,1,3,6,Non-White,0.6564,0,Democrat,1,0,0,1,0,1,0,headline_pro_rep_2,pro_rep,0,1,0,1,3.25,0
621,1,0,0,59,1,3,6,Non-White,0.6564,0,Democrat,1,0,1,0,0,2,0,headline_pro_dem_8,pro_dem,1,0,0,1,3.25,1
622,0,0,0,63,1,3,3,White,1.1147,0,Democrat,1,0,0,0,0,2,1,headline_pro_dem_8,pro_dem,1,0,0,0,3,1
622,0,0,0,63,1,3,3,White,1.1147,0,Democrat,1,0,1,1,0,1,0,headline_pro_rep_7,pro_rep,0,1,0,0,3,0
623,0,NA,NA,50,0,4,5,White,0.3636,1,Democrat,1,0,0,1,0,1,1,headline_pro_rep_5,pro_rep,0,1,0,0,3.75,0
623,0,NA,NA,50,0,4,5,White,0.3636,1,Democrat,1,0,1,1,0,1,1,headline_pro_dem_1,pro_dem,1,0,0,0,3.75,1
624,0,0,0,65,1,3,2,Non-White,0.359,0,Democrat,1,0,0,1,1,3,0,headline_pro_rep_8,pro_rep,0,1,1,0,3.5,0
624,0,0,0,65,1,3,2,Non-White,0.359,0,Democrat,1,0,1,1,1,2,1,headline_pro_dem_8,pro_dem,1,0,0,0,3.5,1
625,1,0,NA,44,1,5,6,White,1.5136,0,Democrat,1,0,0,1,0,1,1,headline_pro_rep_2,pro_rep,0,1,0,0,2.25,0
625,1,0,NA,44,1,5,6,White,1.5136,0,Democrat,1,0,1,1,0,2,1,headline_pro_dem_5,pro_dem,1,0,0,0,2.25,1
626,0,0,0,31,1,2,3,White,1.8469,0,Republican,0,1,0,0,1,3,0,headline_pro_dem_4,pro_dem,1,0,1,1,1,0
626,0,0,0,31,1,2,3,White,1.8469,0,Republican,0,1,1,0,1,2,0,headline_pro_rep_6,pro_rep,0,1,0,1,1,1
627,1,0,0,48,1,1,6,White,2.6938,0,Republican,0,1,0,1,0,2,0,headline_pro_rep_9,pro_rep,0,1,0,0,3,1
627,1,0,0,48,1,1,6,White,2.6938,0,Republican,0,1,1,1,1,1,0,headline_pro_dem_7,pro_dem,1,0,0,0,3,0
628,1,0,0,39,1,3,6,White,1.6593,0,Republican,0,1,0,0,0,1,1,headline_pro_dem_8,pro_dem,1,0,0,0,2,0
628,1,0,0,39,1,3,6,White,1.6593,0,Republican,0,1,1,0,0,2,1,headline_pro_rep_2,pro_rep,0,1,0,0,2,1
629,0,NA,NA,38,1,4,7,Non-White,0.3577,0,Democrat,1,0,0,0,0,2,0,headline_pro_dem_3,pro_dem,1,0,0,1,2.75,1
629,0,NA,NA,38,1,4,7,Non-White,0.3577,0,Democrat,1,0,1,0,0,2,0,headline_pro_rep_5,pro_rep,0,1,0,1,2.75,0
630,0,0,0,47,0,2,2,White,0.6927,1,Democrat,1,0,0,1,0,2,0,headline_pro_dem_9,pro_dem,1,0,0,0,3,1
630,0,0,0,47,0,2,2,White,0.6927,1,Democrat,1,0,1,1,0,3,0,headline_pro_rep_4,pro_rep,0,1,1,0,3,0
631,1,0,0,33,1,5,7,Non-White,0.1966,0,Democrat,1,0,0,1,1,1,1,headline_pro_dem_1,pro_dem,1,0,0,0,2.5,1
631,1,0,0,33,1,5,7,Non-White,0.1966,0,Democrat,1,0,1,1,1,1,1,headline_pro_rep_4,pro_rep,0,1,0,0,2.5,0
632,1,NA,NA,61,0,3,3,Non-White,0.3882,0,Democrat,1,0,0,1,0,3,1,headline_pro_dem_9,pro_dem,1,0,1,0,2.75,1
632,1,NA,NA,61,0,3,3,Non-White,0.3882,0,Democrat,1,0,1,1,0,1,1,headline_pro_rep_4,pro_rep,0,1,0,0,2.75,0
633,0,0,0,83,1,4,7,White,1.2166,0,Democrat,1,0,0,1,0,1,1,headline_pro_rep_6,pro_rep,0,1,0,0,3.5,0
633,0,0,0,83,1,4,7,White,1.2166,0,Democrat,1,0,1,0,1,1,1,headline_pro_dem_6,pro_dem,1,0,0,0,3.5,1
634,1,1,1,70,0,3,7,White,1.0763,0,Democrat,1,0,0,1,0,1,1,headline_pro_rep_9,pro_rep,0,1,0,1,2.5,0
634,1,1,1,70,0,3,7,White,1.0763,0,Democrat,1,0,1,0,1,4,1,headline_pro_dem_4,pro_dem,1,0,1,1,2.5,1
635,0,0,0,73,0,3,6,Non-White,0.8227,0,Republican,0,1,0,1,0,3,0,headline_pro_rep_4,pro_rep,0,1,1,0,2,1
635,0,0,0,73,0,3,6,Non-White,0.8227,0,Republican,0,1,1,0,1,3,0,headline_pro_dem_4,pro_dem,1,0,1,0,2,0
636,1,0,0,41,1,3,4,Non-White,0.7659,0,Democrat,1,0,0,1,0,1,1,headline_pro_rep_9,pro_rep,0,1,0,1,2.75,0
636,1,0,0,41,1,3,4,Non-White,0.7659,0,Democrat,1,0,1,1,0,4,1,headline_pro_dem_4,pro_dem,1,0,1,1,2.75,1
637,1,0,0,65,1,3,6,White,1.0739,0,Democrat,1,0,0,1,0,1,1,headline_pro_rep_7,pro_rep,0,1,0,0,3,0
637,1,0,0,65,1,3,6,White,1.0739,0,Democrat,1,0,1,1,0,1,1,headline_pro_dem_6,pro_dem,1,0,0,0,3,1
638,1,1,1,34,1,2,4,White,1.8623,0,Republican,0,1,0,0,1,3,0,headline_pro_rep_3,pro_rep,0,1,1,0,4,1
638,1,1,1,34,1,2,4,White,1.8623,0,Republican,0,1,1,0,1,1,0,headline_pro_dem_4,pro_dem,1,0,0,0,4,0
639,0,NA,NA,68,0,5,7,White,0.4566,1,Democrat,1,0,0,1,0,1,1,headline_pro_rep_3,pro_rep,0,1,0,0,3.25,0
639,0,NA,NA,68,0,5,7,White,0.4566,1,Democrat,1,0,1,0,1,1,0,headline_pro_dem_1,pro_dem,1,0,0,0,3.25,1
640,1,0,0,47,0,2,4,White,1.3137,0,Republican,0,1,0,0,1,3,1,headline_pro_rep_6,pro_rep,0,1,1,0,2,1
640,1,0,0,47,0,2,4,White,1.3137,0,Republican,0,1,1,0,1,3,0,headline_pro_dem_6,pro_dem,1,0,1,0,2,0
641,0,0,0,73,1,3,2,Non-White,0.3566,0,Democrat,1,0,0,0,0,3,0,headline_pro_rep_2,pro_rep,0,1,1,0,3.25,0
641,0,0,0,73,1,3,2,Non-White,0.3566,0,Democrat,1,0,1,0,0,3,0,headline_pro_dem_5,pro_dem,1,0,1,0,3.25,1
642,1,0,0,40,0,3,5,White,1.4038,0,Republican,0,1,0,0,1,1,0,headline_pro_rep_9,pro_rep,0,1,0,0,2.5,1
642,1,0,0,40,0,3,5,White,1.4038,0,Republican,0,1,1,0,0,1,0,headline_pro_dem_5,pro_dem,1,0,0,0,2.5,0
643,0,1,1,40,0,3,4,White,0.7991,1,Republican,0,1,0,0,1,1,0,headline_pro_dem_1,pro_dem,1,0,0,1,3,0
643,0,1,1,40,0,3,4,White,0.7991,1,Republican,0,1,1,0,1,4,0,headline_pro_rep_9,pro_rep,0,1,1,1,3,1
644,0,0,NA,38,0,2,6,White,1.656,0,Republican,0,1,0,0,0,NA,0,headline_pro_rep_6,pro_rep,0,1,NA,0,NA,1
644,0,0,NA,38,0,2,6,White,1.656,0,Republican,0,1,1,0,0,2,0,headline_pro_dem_4,pro_dem,1,0,0,0,NA,0
645,1,0,0,76,0,4,3,White,0.782,0,Democrat,1,0,0,0,1,1,0,headline_pro_dem_8,pro_dem,1,0,0,0,2.75,1
645,1,0,0,76,0,4,3,White,0.782,0,Democrat,1,0,1,0,1,1,0,headline_pro_rep_1,pro_rep,0,1,0,0,2.75,0
646,0,0,0,44,0,3,5,White,1.3818,0,Republican,0,1,0,1,0,1,1,headline_pro_dem_2,pro_dem,1,0,0,1,3,0
646,0,0,0,44,0,3,5,White,1.3818,0,Republican,0,1,1,1,0,4,1,headline_pro_rep_8,pro_rep,0,1,1,1,3,1
647,1,0,0,81,0,3,6,White,0.9478,0,Republican,0,1,0,0,1,2,0,headline_pro_rep_7,pro_rep,0,1,0,0,3.25,1
647,1,0,0,81,0,3,6,White,0.9478,0,Republican,0,1,1,0,1,3,0,headline_pro_dem_6,pro_dem,1,0,1,0,3.25,0
648,0,NA,NA,65,0,3,7,White,1.0763,0,Republican,0,1,0,0,0,2,0,headline_pro_dem_3,pro_dem,1,0,0,0,3.5,0
648,0,NA,NA,65,0,3,7,White,1.0763,0,Republican,0,1,1,0,1,1,0,headline_pro_rep_6,pro_rep,0,1,0,0,3.5,1
649,1,0,0,65,0,3,6,White,1.0252,0,Republican,0,1,0,0,1,3,1,headline_pro_rep_3,pro_rep,0,1,1,0,3,1
649,1,0,0,65,0,3,6,White,1.0252,0,Republican,0,1,1,0,1,1,1,headline_pro_dem_2,pro_dem,1,0,0,0,3,0
650,1,0,0,53,1,2,1,White,1.6244,0,Republican,0,1,0,0,1,4,1,headline_pro_rep_1,pro_rep,0,1,1,1,1,1
650,1,0,0,53,1,2,1,White,1.6244,0,Republican,0,1,1,0,1,4,1,headline_pro_dem_1,pro_dem,1,0,1,1,1,0
651,1,0,0,63,0,3,3,Non-White,0.3612,0,Democrat,1,0,0,1,0,1,1,headline_pro_dem_6,pro_dem,1,0,0,0,3,1
651,1,0,0,63,0,3,3,Non-White,0.3612,0,Democrat,1,0,1,1,0,1,1,headline_pro_rep_3,pro_rep,0,1,0,0,3,0
652,0,0,0,86,1,5,7,Non-White,0.1291,0,Democrat,1,0,0,1,0,1,0,headline_pro_dem_1,pro_dem,1,0,0,0,3.25,1
652,0,0,0,86,1,5,7,Non-White,0.1291,0,Democrat,1,0,1,1,0,2,0,headline_pro_rep_9,pro_rep,0,1,0,0,3.25,0
653,0,0,0,65,0,3,5,White,1.0377,0,Democrat,1,0,0,0,1,4,0,headline_pro_dem_9,pro_dem,1,0,1,0,3.75,1
653,0,0,0,65,0,3,5,White,1.0377,0,Democrat,1,0,1,0,1,2,1,headline_pro_rep_3,pro_rep,0,1,0,0,3.75,0
654,1,0,0,52,1,5,5,White,1.3689,0,Republican,0,1,0,0,1,1,0,headline_pro_rep_5,pro_rep,0,1,0,0,3.25,1
654,1,0,0,52,1,5,5,White,1.3689,0,Republican,0,1,1,0,NA,2,0,headline_pro_dem_9,pro_dem,1,0,0,0,3.25,0
655,0,1,0,29,0,4,6,White,2.4489,0,Republican,0,1,0,0,1,1,0,headline_pro_dem_5,pro_dem,1,0,0,1,3,0
655,0,1,0,29,0,4,6,White,2.4489,0,Republican,0,1,1,0,1,3,1,headline_pro_rep_1,pro_rep,0,1,1,1,3,1
656,1,NA,NA,68,0,5,7,Non-White,0.3652,0,Democrat,1,0,0,1,0,1,0,headline_pro_rep_9,pro_rep,0,1,0,0,3.25,0
656,1,NA,NA,68,0,5,7,Non-White,0.3652,0,Democrat,1,0,1,1,0,1,0,headline_pro_dem_2,pro_dem,1,0,0,0,3.25,1
657,1,0,0,64,1,4,4,White,0.9771,0,Republican,0,1,0,1,0,1,0,headline_pro_rep_5,pro_rep,0,1,0,0,2.75,1
657,1,0,0,64,1,4,4,White,0.9771,0,Republican,0,1,1,1,0,1,0,headline_pro_dem_7,pro_dem,1,0,0,0,2.75,0
658,1,NA,NA,36,0,2,4,White,1.8064,0,Democrat,1,0,0,1,0,2,1,headline_pro_rep_4,pro_rep,0,1,0,1,2,0
658,1,NA,NA,36,0,2,4,White,1.8064,0,Democrat,1,0,1,0,0,3,1,headline_pro_dem_2,pro_dem,1,0,1,1,2,1
659,1,0,0,34,1,4,5,White,1.5544,0,Democrat,1,0,0,0,0,2,0,headline_pro_rep_2,pro_rep,0,1,0,0,2,0
659,1,0,0,34,1,4,5,White,1.5544,0,Democrat,1,0,1,0,0,3,0,headline_pro_dem_7,pro_dem,1,0,1,0,2,1
660,1,0,0,75,0,5,7,White,1.1394,0,Republican,0,1,0,0,1,1,0,headline_pro_dem_5,pro_dem,1,0,0,0,2.75,0
660,1,0,0,75,0,5,7,White,1.1394,0,Republican,0,1,1,0,0,1,0,headline_pro_rep_1,pro_rep,0,1,0,0,2.75,1
661,1,0,0,39,1,5,7,Non-White,0.1966,0,Democrat,1,0,0,1,0,1,1,headline_pro_rep_2,pro_rep,0,1,0,0,4,0
661,1,0,0,39,1,5,7,Non-White,0.1966,0,Democrat,1,0,1,1,0,2,1,headline_pro_dem_2,pro_dem,1,0,0,0,4,1
662,1,0,1,63,1,4,4,White,1.0368,0,Republican,0,1,0,0,1,1,1,headline_pro_rep_2,pro_rep,0,1,0,0,2.25,1
662,1,0,1,63,1,4,4,White,1.0368,0,Republican,0,1,1,0,1,1,1,headline_pro_dem_6,pro_dem,1,0,0,0,2.25,0
663,1,0,1,79,1,5,4,Non-White,0.2443,0,Democrat,1,0,0,1,1,1,1,headline_pro_dem_6,pro_dem,1,0,0,0,4,1
663,1,0,1,79,1,5,4,Non-White,0.2443,0,Democrat,1,0,1,1,1,1,1,headline_pro_rep_9,pro_rep,0,1,0,0,4,0
664,0,0,0,66,1,4,7,White,0.2913,1,Republican,0,1,0,1,0,1,0,headline_pro_rep_7,pro_rep,0,1,0,0,2.75,1
664,0,0,0,66,1,4,7,White,0.2913,1,Republican,0,1,1,1,0,1,0,headline_pro_dem_6,pro_dem,1,0,0,0,2.75,0
665,1,0,1,74,1,2,3,White,1.2929,0,Republican,0,1,0,1,0,2,1,headline_pro_rep_8,pro_rep,0,1,0,0,1.25,1
665,1,0,1,74,1,2,3,White,1.2929,0,Republican,0,1,1,1,0,1,1,headline_pro_dem_4,pro_dem,1,0,0,0,1.25,0
666,0,0,1,41,1,5,1,White,1.2442,0,Democrat,1,0,0,1,1,2,0,headline_pro_rep_4,pro_rep,0,1,0,0,3.25,0
666,0,0,1,41,1,5,1,White,1.2442,0,Democrat,1,0,1,1,1,2,0,headline_pro_dem_6,pro_dem,1,0,0,0,3.25,1
